,lsoa,crime type,percentage
5902,E01005111,Burglary,0.11403508771929824
5903,E01005111,Public order,0.08771929824561403
5904,E01005111,Other crime,0.017543859649122806
5905,E01005111,"Criminal damage 
and 
arson",0.15789473684210525
5906,E01005111,"Vehicle 
crime",0.07894736842105263
5907,E01005111,"Anti-social 
behaviour",0.18421052631578946
5908,E01005111,Drugs,0.008771929824561403
5909,E01005111,"Possession 
of 
weapons",0.017543859649122806
5910,E01005111,"Theft 
from the person",0.008771929824561403
5911,E01005113,Other theft,0.028
5912,E01005113,Robbery,0.008
5913,E01005113,"Violence 
and 
sexual offences",0.336
5914,E01005113,Burglary,0.084
5915,E01005113,Public order,0.116
5916,E01005113,Other crime,0.028
5917,E01005113,"Criminal damage 
and 
arson",0.116
5918,E01005113,"Vehicle 
crime",0.044
5919,E01005113,"Anti-social 
behaviour",0.188
5920,E01005113,Shoplifting,0.032
5921,E01005113,Bicycle theft,0.004
5922,E01005113,Drugs,0.004
5923,E01005113,"Theft 
from the person",0.012
5924,E01005114,Other theft,0.060109289617486336
5925,E01005114,Robbery,0.01639344262295082
5926,E01005114,"Violence 
and 
sexual offences",0.20765027322404372
5927,E01005114,Burglary,0.15300546448087432
5928,E01005114,Public order,0.12021857923497267
5929,E01005114,Other crime,0.01639344262295082
5930,E01005114,"Criminal damage 
and 
arson",0.04371584699453552
5931,E01005114,"Vehicle 
crime",0.04918032786885246
5932,E01005114,"Anti-social 
behaviour",0.16393442622950818
5933,E01005114,Shoplifting,0.12568306010928962
5934,E01005114,Bicycle theft,0.01092896174863388
5935,E01005114,Drugs,0.01092896174863388
5936,E01005114,"Possession 
of 
weapons",0.01639344262295082
5937,E01005114,"Theft 
from the person",0.00546448087431694
5938,E01005116,Other theft,0.04054054054054054
5939,E01005116,Robbery,0.009009009009009009
5940,E01005116,"Violence 
and 
sexual offences",0.19369369369369369
5941,E01005116,Burglary,0.10810810810810811
5942,E01005116,Public order,0.1036036036036036
5943,E01005116,Other crime,0.02252252252252252
5944,E01005116,"Criminal damage 
and 
arson",0.11261261261261261
5945,E01005116,"Vehicle 
crime",0.09009009009009009
5946,E01005116,"Anti-social 
behaviour",0.18018018018018017
5947,E01005116,Shoplifting,0.1036036036036036
5948,E01005116,Bicycle theft,0.02252252252252252
5949,E01005116,Drugs,0.0045045045045045045
5950,E01005116,"Possession 
of 
weapons",0.009009009009009009
5951,E01005071,Other theft,0.05063291139240506
5952,E01005071,Robbery,0.02531645569620253
5953,E01005071,"Violence 
and 
sexual offences",0.35443037974683544
5954,E01005071,Burglary,0.0759493670886076
5955,E01005071,Public order,0.12658227848101267
5956,E01005071,Other crime,0.0379746835443038
5957,E01005071,"Criminal damage 
and 
arson",0.11392405063291139
5958,E01005071,"Vehicle 
crime",0.056962025316455694
5959,E01005071,"Anti-social 
behaviour",0.12025316455696203
5960,E01005071,Bicycle theft,0.0189873417721519
5961,E01005071,Drugs,0.0189873417721519
5962,E01005072,Other theft,0.05907172995780591
5963,E01005072,Robbery,0.012658227848101266
5964,E01005072,"Violence 
and 
sexual offences",0.1940928270042194
5965,E01005072,Burglary,0.05907172995780591
5966,E01005072,Public order,0.10126582278481013
5967,E01005072,Other crime,0.016877637130801686
5968,E01005072,"Criminal damage 
and 
arson",0.18143459915611815
5969,E01005072,"Vehicle 
crime",0.12658227848101267
5970,E01005072,"Anti-social 
behaviour",0.189873417721519
5971,E01005072,Bicycle theft,0.004219409282700422
5972,E01005072,Drugs,0.0379746835443038
5973,E01005072,"Possession 
of 
weapons",0.012658227848101266
5974,E01005072,"Theft 
from the person",0.004219409282700422
5975,E01005073,Other theft,0.05172413793103448
5976,E01005073,Robbery,0.008620689655172414
5977,E01005073,"Violence 
and 
sexual offences",0.3275862068965517
5978,E01005073,Burglary,0.16379310344827586
5979,E01005073,Public order,0.04310344827586207
5980,E01005073,"Criminal damage 
and 
arson",0.10344827586206896
5981,E01005073,"Vehicle 
crime",0.15517241379310345
5982,E01005073,"Anti-social 
behaviour",0.13793103448275862
5983,E01005073,Bicycle theft,0.008620689655172414
5984,E01005112,Other theft,0.06557377049180328
5985,E01005112,Robbery,0.00546448087431694
5986,E01005112,"Violence 
and 
sexual offences",0.39344262295081966
5987,E01005112,Burglary,0.08743169398907104
5988,E01005112,Public order,0.10382513661202186
5989,E01005112,Other crime,0.01092896174863388
5990,E01005112,"Criminal damage 
and 
arson",0.12568306010928962
5991,E01005112,"Vehicle 
crime",0.07103825136612021
5992,E01005112,"Anti-social 
behaviour",0.1092896174863388
5993,E01005112,Bicycle theft,0.01092896174863388
5994,E01005112,Drugs,0.01092896174863388
5995,E01005112,"Theft 
from the person",0.00546448087431694
5996,E01005117,Other theft,0.053604436229205174
5997,E01005117,Robbery,0.011090573012939002
5998,E01005117,"Violence 
and 
sexual offences",0.26062846580406657
5999,E01005117,Burglary,0.05545286506469501
6000,E01005117,Public order,0.10351201478743069
6001,E01005117,Other crime,0.018484288354898338
6002,E01005117,"Criminal damage 
and 
arson",0.10536044362292052
6003,E01005117,"Vehicle 
crime",0.08502772643253234
6004,E01005117,"Anti-social 
behaviour",0.21072088724584104
6005,E01005117,Shoplifting,0.033271719038817
6006,E01005117,Bicycle theft,0.022181146025878003
6007,E01005117,Drugs,0.018484288354898338
6008,E01005117,"Possession 
of 
weapons",0.02033271719038817
6009,E01005117,"Theft 
from the person",0.0018484288354898336
6010,E01005085,Other theft,0.041666666666666664
6011,E01005085,Robbery,0.005208333333333333
6012,E01005085,"Violence 
and 
sexual offences",0.4166666666666667
6013,E01005085,Burglary,0.07291666666666667
6014,E01005085,Public order,0.08333333333333333
6015,E01005085,Other crime,0.020833333333333332
6016,E01005085,"Criminal damage 
and 
arson",0.11458333333333333
6017,E01005085,"Vehicle 
crime",0.0625
6018,E01005085,"Anti-social 
behaviour",0.13541666666666666
6019,E01005085,Bicycle theft,0.005208333333333333
6020,E01005085,Drugs,0.015625
6021,E01005085,"Possession 
of 
weapons",0.020833333333333332
6022,E01005085,"Theft 
from the person",0.005208333333333333
6023,E01005086,Other theft,0.06751054852320675
6024,E01005086,Robbery,0.016877637130801686
6025,E01005086,"Violence 
and 
sexual offences",0.33755274261603374
6026,E01005086,Burglary,0.06751054852320675
6027,E01005086,Public order,0.10126582278481013
6028,E01005086,Other crime,0.02109704641350211
6029,E01005086,"Criminal damage 
and 
arson",0.1308016877637131
6030,E01005086,"Vehicle 
crime",0.0379746835443038
6031,E01005086,"Anti-social 
behaviour",0.16455696202531644
6032,E01005086,Shoplifting,0.02531645569620253
6033,E01005086,Bicycle theft,0.008438818565400843
6034,E01005086,Drugs,0.012658227848101266
6035,E01005086,"Possession 
of 
weapons",0.004219409282700422
6036,E01005086,"Theft 
from the person",0.004219409282700422
6037,E01005089,Other theft,0.034759358288770054
6038,E01005089,Robbery,0.016042780748663103
6039,E01005089,"Violence 
and 
sexual offences",0.34759358288770054
6040,E01005089,Burglary,0.058823529411764705
6041,E01005089,Public order,0.12032085561497326
6042,E01005089,Other crime,0.013368983957219251
6043,E01005089,"Criminal damage 
and 
arson",0.11764705882352941
6044,E01005089,"Vehicle 
crime",0.045454545454545456
6045,E01005089,"Anti-social 
behaviour",0.12834224598930483
6046,E01005089,Shoplifting,0.06684491978609626
6047,E01005089,Bicycle theft,0.013368983957219251
6048,E01005089,Drugs,0.013368983957219251
6049,E01005089,"Possession 
of 
weapons",0.01871657754010695
6050,E01005089,"Theft 
from the person",0.0053475935828877
6051,E01005289,Other theft,0.035856573705179286
6052,E01005289,Robbery,0.01593625498007968
6053,E01005289,"Violence 
and 
sexual offences",0.3466135458167331
6054,E01005289,Burglary,0.0199203187250996
6055,E01005289,Public order,0.1553784860557769
6056,E01005289,Other crime,0.01195219123505976
6057,E01005289,"Criminal damage 
and 
arson",0.08764940239043825
6058,E01005289,"Vehicle 
crime",0.027888446215139442
6059,E01005289,"Anti-social 
behaviour",0.13147410358565736
6060,E01005289,Shoplifting,0.13545816733067728
6061,E01005289,Bicycle theft,0.01593625498007968
6062,E01005289,Drugs,0.01195219123505976
6063,E01005289,"Possession 
of 
weapons",0.00398406374501992
6064,E01005295,Other theft,0.06382978723404255
6065,E01005295,Robbery,0.02127659574468085
6066,E01005295,"Violence 
and 
sexual offences",0.3120567375886525
6067,E01005295,Burglary,0.10283687943262411
6068,E01005295,Public order,0.08156028368794327
6069,E01005295,Other crime,0.014184397163120567
6070,E01005295,"Criminal damage 
and 
arson",0.06028368794326241
6071,E01005295,"Vehicle 
crime",0.1453900709219858
6072,E01005295,"Anti-social 
behaviour",0.18085106382978725
6073,E01005295,Bicycle theft,0.010638297872340425
6074,E01005295,Drugs,0.0035460992907801418
6075,E01005295,"Possession 
of 
weapons",0.0035460992907801418
6076,E01005087,Other theft,0.020618556701030927
6077,E01005087,Robbery,0.006872852233676976
6078,E01005087,"Violence 
and 
sexual offences",0.4054982817869416
6079,E01005087,Burglary,0.054982817869415807
6080,E01005087,Public order,0.08247422680412371
6081,E01005087,Other crime,0.01718213058419244
6082,E01005087,"Criminal damage 
and 
arson",0.13745704467353953
6083,E01005087,"Vehicle 
crime",0.06872852233676977
6084,E01005087,"Anti-social 
behaviour",0.15463917525773196
6085,E01005087,Bicycle theft,0.010309278350515464
6086,E01005087,Drugs,0.01718213058419244
6087,E01005087,"Possession 
of 
weapons",0.020618556701030927
6088,E01005087,"Theft 
from the person",0.003436426116838488
6089,E01005088,Other theft,0.021505376344086023
6090,E01005088,Robbery,0.021505376344086023
6091,E01005088,"Violence 
and 
sexual offences",0.3763440860215054
6092,E01005088,Burglary,0.05913978494623656
6093,E01005088,Public order,0.10752688172043011
6094,E01005088,Other crime,0.021505376344086023
6095,E01005088,"Criminal damage 
and 
arson",0.10215053763440861
6096,E01005088,"Vehicle 
crime",0.07526881720430108
6097,E01005088,"Anti-social 
behaviour",0.1774193548387097
6098,E01005088,Drugs,0.016129032258064516
6099,E01005088,"Possession 
of 
weapons",0.021505376344086023
6100,E01005090,Other theft,0.0539906103286385
6101,E01005090,Robbery,0.03286384976525822
6102,E01005090,"Violence 
and 
sexual offences",0.392018779342723
6103,E01005090,Burglary,0.056338028169014086
6104,E01005090,Public order,0.11267605633802817
6105,E01005090,Other crime,0.018779342723004695
6106,E01005090,"Criminal damage 
and 
arson",0.107981220657277
6107,E01005090,"Vehicle 
crime",0.023474178403755867
6108,E01005090,"Anti-social 
behaviour",0.12910798122065728
6109,E01005090,Shoplifting,0.004694835680751174
6110,E01005090,Bicycle theft,0.02112676056338028
6111,E01005090,Drugs,0.01643192488262911
6112,E01005090,"Possession 
of 
weapons",0.01643192488262911
6113,E01005090,"Theft 
from the person",0.014084507042253521
6114,E01005091,Other theft,0.033419023136246784
6115,E01005091,Robbery,0.010282776349614395
6116,E01005091,"Violence 
and 
sexual offences",0.31876606683804626
6117,E01005091,Burglary,0.05141388174807198
6118,E01005091,Public order,0.12082262210796915
6119,E01005091,Other crime,0.010282776349614395
6120,E01005091,"Criminal damage 
and 
arson",0.16195372750642673
6121,E01005091,"Vehicle 
crime",0.08740359897172237
6122,E01005091,"Anti-social 
behaviour",0.15167095115681234
6123,E01005091,Shoplifting,0.007712082262210797
6124,E01005091,Bicycle theft,0.015424164524421594
6125,E01005091,Drugs,0.012853470437017995
6126,E01005091,"Possession 
of 
weapons",0.012853470437017995
6127,E01005091,"Theft 
from the person",0.005141388174807198
6128,E01005291,Other theft,0.08235294117647059
6129,E01005291,Robbery,0.016176470588235296
6130,E01005291,"Violence 
and 
sexual offences",0.19705882352941176
6131,E01005291,Burglary,0.01911764705882353
6132,E01005291,Public order,0.125
6133,E01005291,Other crime,0.008823529411764706
6134,E01005291,"Criminal damage 
and 
arson",0.09705882352941177
6135,E01005291,"Vehicle 
crime",0.030882352941176472
6136,E01005291,"Anti-social 
behaviour",0.1264705882352941
6137,E01005291,Shoplifting,0.21470588235294116
6138,E01005291,Bicycle theft,0.027941176470588237
6139,E01005291,Drugs,0.011764705882352941
6140,E01005291,"Possession 
of 
weapons",0.016176470588235296
6141,E01005291,"Theft 
from the person",0.026470588235294117
6142,E01005068,Other theft,0.06818181818181818
6143,E01005068,Robbery,0.007575757575757576
6144,E01005068,"Violence 
and 
sexual offences",0.4015151515151515
6145,E01005068,Burglary,0.06818181818181818
6146,E01005068,Public order,0.07575757575757576
6147,E01005068,Other crime,0.022727272727272728
6148,E01005068,"Criminal damage 
and 
arson",0.10606060606060606
6149,E01005068,"Vehicle 
crime",0.09848484848484848
6150,E01005068,"Anti-social 
behaviour",0.12121212121212122
6151,E01005068,Drugs,0.022727272727272728
6152,E01005068,"Possession 
of 
weapons",0.007575757575757576
6153,E01005070,Other theft,0.08102766798418973
6154,E01005070,Robbery,0.009881422924901186
6155,E01005070,"Violence 
and 
sexual offences",0.3675889328063241
6156,E01005070,Burglary,0.03557312252964427
6157,E01005070,Public order,0.1067193675889328
6158,E01005070,Other crime,0.017786561264822136
6159,E01005070,"Criminal damage 
and 
arson",0.09486166007905138
6160,E01005070,"Vehicle 
crime",0.06126482213438735
6161,E01005070,"Anti-social 
behaviour",0.16205533596837945
6162,E01005070,Shoplifting,0.001976284584980237
6163,E01005070,Bicycle theft,0.029644268774703556
6164,E01005070,Drugs,0.011857707509881422
6165,E01005070,"Possession 
of 
weapons",0.015810276679841896
6166,E01005070,"Theft 
from the person",0.003952569169960474
6167,E01005074,Other theft,0.047619047619047616
6168,E01005074,Robbery,0.023809523809523808
6169,E01005074,"Violence 
and 
sexual offences",0.3435374149659864
6170,E01005074,Burglary,0.05782312925170068
6171,E01005074,Public order,0.11564625850340136
6172,E01005074,Other crime,0.034013605442176874
6173,E01005074,"Criminal damage 
and 
arson",0.11904761904761904
6174,E01005074,"Vehicle 
crime",0.05102040816326531
6175,E01005074,"Anti-social 
behaviour",0.17006802721088435
6176,E01005074,Bicycle theft,0.003401360544217687
6177,E01005074,Drugs,0.030612244897959183
6178,E01005074,"Possession 
of 
weapons",0.003401360544217687
6179,E01005075,Other theft,0.06501547987616099
6180,E01005075,Robbery,0.015479876160990712
6181,E01005075,"Violence 
and 
sexual offences",0.33436532507739936
6182,E01005075,Burglary,0.02476780185758514
6183,E01005075,Public order,0.1021671826625387
6184,E01005075,Other crime,0.021671826625386997
6185,E01005075,"Criminal damage 
and 
arson",0.13312693498452013
6186,E01005075,"Vehicle 
crime",0.030959752321981424
6187,E01005075,"Anti-social 
behaviour",0.19504643962848298
6188,E01005075,Shoplifting,0.043343653250773995
6189,E01005075,Bicycle theft,0.01238390092879257
6190,E01005075,Drugs,0.015479876160990712
6191,E01005075,"Possession 
of 
weapons",0.006191950464396285
6192,E01005319,Other theft,0.075
6193,E01005319,Robbery,0.01
6194,E01005319,"Violence 
and 
sexual offences",0.345
6195,E01005319,Burglary,0.055
6196,E01005319,Public order,0.045
6197,E01005319,Other crime,0.01
6198,E01005319,"Criminal damage 
and 
arson",0.13
6199,E01005319,"Vehicle 
crime",0.09
6200,E01005319,"Anti-social 
behaviour",0.195
6201,E01005319,Shoplifting,0.01
6202,E01005319,Drugs,0.015
6203,E01005319,"Possession 
of 
weapons",0.02
6204,E01005290,Other theft,0.04093567251461988
6205,E01005290,Robbery,0.005847953216374269
6206,E01005290,"Violence 
and 
sexual offences",0.36257309941520466
6207,E01005290,Burglary,0.07602339181286549
6208,E01005290,Public order,0.09941520467836257
6209,E01005290,Other crime,0.029239766081871343
6210,E01005290,"Criminal damage 
and 
arson",0.15204678362573099
6211,E01005290,"Vehicle 
crime",0.011695906432748537
6212,E01005290,"Anti-social 
behaviour",0.18128654970760233
6213,E01005290,Bicycle theft,0.011695906432748537
6214,E01005290,Drugs,0.017543859649122806
6215,E01005290,"Possession 
of 
weapons",0.011695906432748537
6216,E01005292,Other theft,0.031446540880503145
6217,E01005292,Robbery,0.012578616352201259
6218,E01005292,"Violence 
and 
sexual offences",0.44025157232704404
6219,E01005292,Burglary,0.031446540880503145
6220,E01005292,Public order,0.12578616352201258
6221,E01005292,Other crime,0.031446540880503145
6222,E01005292,"Criminal damage 
and 
arson",0.10062893081761007
6223,E01005292,"Vehicle 
crime",0.006289308176100629
6224,E01005292,"Anti-social 
behaviour",0.16352201257861634
6225,E01005292,Shoplifting,0.012578616352201259
6226,E01005292,Drugs,0.03773584905660377
6227,E01005292,"Possession 
of 
weapons",0.006289308176100629
6228,E01005293,Other theft,0.043478260869565216
6229,E01005293,Robbery,0.043478260869565216
6230,E01005293,"Violence 
and 
sexual offences",0.42028985507246375
6231,E01005293,Burglary,0.08695652173913043
6232,E01005293,Public order,0.028985507246376812
6233,E01005293,Other crime,0.014492753623188406
6234,E01005293,"Criminal damage 
and 
arson",0.10144927536231885
6235,E01005293,"Vehicle 
crime",0.11594202898550725
6236,E01005293,"Anti-social 
behaviour",0.10144927536231885
6237,E01005293,Drugs,0.014492753623188406
6238,E01005293,"Possession 
of 
weapons",0.028985507246376812
6239,E01005294,Other theft,0.023952095808383235
6240,E01005294,Robbery,0.017964071856287425
6241,E01005294,"Violence 
and 
sexual offences",0.2874251497005988
6242,E01005294,Burglary,0.11377245508982035
6243,E01005294,Public order,0.0718562874251497
6244,E01005294,Other crime,0.017964071856287425
6245,E01005294,"Criminal damage 
and 
arson",0.08383233532934131
6246,E01005294,"Vehicle 
crime",0.16766467065868262
6247,E01005294,"Anti-social 
behaviour",0.19161676646706588
6248,E01005294,Shoplifting,0.005988023952095809
6249,E01005294,Bicycle theft,0.005988023952095809
6250,E01005294,"Possession 
of 
weapons",0.011976047904191617
6251,E01005317,Other theft,0.04722792607802875
6252,E01005317,Robbery,0.008213552361396304
6253,E01005317,"Violence 
and 
sexual offences",0.20739219712525667
6254,E01005317,Burglary,0.045174537987679675
6255,E01005317,Public order,0.07392197125256673
6256,E01005317,Other crime,0.022587268993839837
6257,E01005317,"Criminal damage 
and 
arson",0.17864476386036962
6258,E01005317,"Vehicle 
crime",0.2915811088295688
6259,E01005317,"Anti-social 
behaviour",0.10677618069815195
6260,E01005317,Shoplifting,0.002053388090349076
6261,E01005317,Bicycle theft,0.002053388090349076
6262,E01005317,Drugs,0.006160164271047228
6263,E01005317,"Possession 
of 
weapons",0.008213552361396304
6264,E01005313,Other theft,0.050314465408805034
6265,E01005313,Robbery,0.006289308176100629
6266,E01005313,"Violence 
and 
sexual offences",0.3270440251572327
6267,E01005313,Burglary,0.031446540880503145
6268,E01005313,Public order,0.16352201257861634
6269,E01005313,Other crime,0.03773584905660377
6270,E01005313,"Criminal damage 
and 
arson",0.12578616352201258
6271,E01005313,"Vehicle 
crime",0.06918238993710692
6272,E01005313,"Anti-social 
behaviour",0.14465408805031446
6273,E01005313,Bicycle theft,0.012578616352201259
6274,E01005313,Drugs,0.012578616352201259
6275,E01005313,"Theft 
from the person",0.018867924528301886
6276,E01005314,Other theft,0.05913978494623656
6277,E01005314,Robbery,0.021505376344086023
6278,E01005314,"Violence 
and 
sexual offences",0.3118279569892473
6279,E01005314,Burglary,0.05913978494623656
6280,E01005314,Public order,0.0913978494623656
6281,E01005314,Other crime,0.010752688172043012
6282,E01005314,"Criminal damage 
and 
arson",0.11827956989247312
6283,E01005314,"Vehicle 
crime",0.03225806451612903
6284,E01005314,"Anti-social 
behaviour",0.24731182795698925
6285,E01005314,Shoplifting,0.010752688172043012
6286,E01005314,Bicycle theft,0.010752688172043012
6287,E01005314,Drugs,0.010752688172043012
6288,E01005314,"Possession 
of 
weapons",0.010752688172043012
6289,E01005314,"Theft 
from the person",0.005376344086021506
6290,E01005315,Other theft,0.02336448598130841
6291,E01005315,Robbery,0.009345794392523364
6292,E01005315,"Violence 
and 
sexual offences",0.40654205607476634
6293,E01005315,Burglary,0.04205607476635514
6294,E01005315,Public order,0.11214953271028037
6295,E01005315,Other crime,0.03271028037383177
6296,E01005315,"Criminal damage 
and 
arson",0.11682242990654206
6297,E01005315,"Vehicle 
crime",0.07009345794392523
6298,E01005315,"Anti-social 
behaviour",0.16355140186915887
6299,E01005315,Bicycle theft,0.004672897196261682
6300,E01005315,Drugs,0.014018691588785047
6301,E01005315,"Theft 
from the person",0.004672897196261682
6302,E01005316,Other theft,0.18501759678230267
6303,E01005316,Robbery,0.0005027652086475615
6304,E01005316,"Violence 
and 
sexual offences",0.12368024132730016
6305,E01005316,Burglary,0.012066365007541479
6306,E01005316,Public order,0.06887883358471594
6307,E01005316,Other crime,0.01809954751131222
6308,E01005316,"Criminal damage 
and 
arson",0.05178481649069885
6309,E01005316,"Vehicle 
crime",0.12368024132730016
6310,E01005316,"Anti-social 
behaviour",0.21568627450980393
6311,E01005316,Shoplifting,0.042232277526395176
6312,E01005316,Bicycle theft,0.007038712921065862
6313,E01005316,Drugs,0.01860231271995978
6314,E01005316,"Possession 
of 
weapons",0.11161387631975868
6315,E01005316,"Theft 
from the person",0.021116138763197588
6316,E01005318,Other theft,0.05904059040590406
6317,E01005318,Robbery,0.01107011070110701
6318,E01005318,"Violence 
and 
sexual offences",0.2730627306273063
6319,E01005318,Burglary,0.04428044280442804
6320,E01005318,Public order,0.04797047970479705
6321,E01005318,Other crime,0.007380073800738007
6322,E01005318,"Criminal damage 
and 
arson",0.16974169741697417
6323,E01005318,"Vehicle 
crime",0.18081180811808117
6324,E01005318,"Anti-social 
behaviour",0.18081180811808117
6325,E01005318,Shoplifting,0.0036900369003690036
6326,E01005318,Drugs,0.01845018450184502
6327,E01005318,"Possession 
of 
weapons",0.0036900369003690036
6328,E01005130,Other theft,0.06481481481481481
6329,E01005130,Robbery,0.023148148148148147
6330,E01005130,"Violence 
and 
sexual offences",0.2638888888888889
6331,E01005130,Burglary,0.08333333333333333
6332,E01005130,Public order,0.125
6333,E01005130,Other crime,0.023148148148148147
6334,E01005130,"Criminal damage 
and 
arson",0.10185185185185185
6335,E01005130,"Vehicle 
crime",0.10648148148148148
6336,E01005130,"Anti-social 
behaviour",0.18055555555555555
6337,E01005130,Bicycle theft,0.004629629629629629
6338,E01005130,Drugs,0.018518518518518517
6339,E01005130,"Possession 
of 
weapons",0.004629629629629629
6340,E01005128,Other theft,0.11100658513640639
6341,E01005128,Robbery,0.055503292568203196
6342,E01005128,"Violence 
and 
sexual offences",0.18250235183443086
6343,E01005128,Burglary,0.05456255879586077
6344,E01005128,Public order,0.06396989651928504
6345,E01005128,Other crime,0.0037629350893697085
6346,E01005128,"Criminal damage 
and 
arson",0.055503292568203196
6347,E01005128,"Vehicle 
crime",0.15522107243650046
6348,E01005128,"Anti-social 
behaviour",0.09971777986829727
6349,E01005128,Shoplifting,0.027281279397930385
6350,E01005128,Bicycle theft,0.020696142991533398
6351,E01005128,Drugs,0.012229539040451553
6352,E01005128,"Possession 
of 
weapons",0.004703668861712135
6353,E01005128,"Theft 
from the person",0.1533396048918156
6354,E01005143,Other theft,0.04491017964071856
6355,E01005143,Robbery,0.059880239520958084
6356,E01005143,"Violence 
and 
sexual offences",0.25449101796407186
6357,E01005143,Burglary,0.06287425149700598
6358,E01005143,Public order,0.1497005988023952
6359,E01005143,Other crime,0.029940119760479042
6360,E01005143,"Criminal damage 
and 
arson",0.08383233532934131
6361,E01005143,"Vehicle 
crime",0.04790419161676647
6362,E01005143,"Anti-social 
behaviour",0.10778443113772455
6363,E01005143,Shoplifting,0.020958083832335328
6364,E01005143,Bicycle theft,0.0029940119760479044
6365,E01005143,Drugs,0.09580838323353294
6366,E01005143,"Possession 
of 
weapons",0.011976047904191617
6367,E01005143,"Theft 
from the person",0.02694610778443114
6368,E01005212,Other theft,0.12796208530805686
6369,E01005212,Robbery,0.045813586097946286
6370,E01005212,"Violence 
and 
sexual offences",0.20221169036334913
6371,E01005212,Burglary,0.026856240126382307
6372,E01005212,Public order,0.10426540284360189
6373,E01005212,Other crime,0.007898894154818325
6374,E01005212,"Criminal damage 
and 
arson",0.04739336492890995
6375,E01005212,"Vehicle 
crime",0.036334913112164295
6376,E01005212,"Anti-social 
behaviour",0.12164296998420221
6377,E01005212,Shoplifting,0.004739336492890996
6378,E01005212,Bicycle theft,0.14691943127962084
6379,E01005212,Drugs,0.026856240126382307
6380,E01005212,"Possession 
of 
weapons",0.00315955766192733
6381,E01005212,"Theft 
from the person",0.09794628751974724
6382,E01005142,Other theft,0.05357142857142857
6383,E01005142,Robbery,0.05357142857142857
6384,E01005142,"Violence 
and 
sexual offences",0.30357142857142855
6385,E01005142,Burglary,0.06473214285714286
6386,E01005142,Public order,0.11160714285714286
6387,E01005142,Other crime,0.024553571428571428
6388,E01005142,"Criminal damage 
and 
arson",0.10267857142857142
6389,E01005142,"Vehicle 
crime",0.06919642857142858
6390,E01005142,"Anti-social 
behaviour",0.140625
6391,E01005142,Shoplifting,0.008928571428571428
6392,E01005142,Bicycle theft,0.002232142857142857
6393,E01005142,Drugs,0.04017857142857143
6394,E01005142,"Possession 
of 
weapons",0.008928571428571428
6395,E01005142,"Theft 
from the person",0.015625
6396,E01005147,Other theft,0.05203045685279188
6397,E01005147,Robbery,0.07487309644670051
6398,E01005147,"Violence 
and 
sexual offences",0.20431472081218274
6399,E01005147,Burglary,0.048223350253807105
6400,E01005147,Public order,0.1218274111675127
6401,E01005147,Other crime,0.015228426395939087
6402,E01005147,"Criminal damage 
and 
arson",0.07868020304568528
6403,E01005147,"Vehicle 
crime",0.1116751269035533
6404,E01005147,"Anti-social 
behaviour",0.13451776649746192
6405,E01005147,Shoplifting,0.04949238578680203
6406,E01005147,Bicycle theft,0.0012690355329949238
6407,E01005147,Drugs,0.025380710659898477
6408,E01005147,"Possession 
of 
weapons",0.02030456852791878
6409,E01005147,"Theft 
from the person",0.06218274111675127
6410,E01005213,Other theft,0.058165548098434
6411,E01005213,Robbery,0.058165548098434
6412,E01005213,"Violence 
and 
sexual offences",0.2371364653243848
6413,E01005213,Burglary,0.03803131991051454
6414,E01005213,Public order,0.14093959731543623
6415,E01005213,Other crime,0.008948545861297539
6416,E01005213,"Criminal damage 
and 
arson",0.116331096196868
6417,E01005213,"Vehicle 
crime",0.053691275167785234
6418,E01005213,"Anti-social 
behaviour",0.21700223713646533
6419,E01005213,Bicycle theft,0.011185682326621925
6420,E01005213,Drugs,0.020134228187919462
6421,E01005213,"Possession 
of 
weapons",0.015659955257270694
6422,E01005213,"Theft 
from the person",0.024608501118568233
6423,E01005358,Other theft,0.05853658536585366
6424,E01005358,"Violence 
and 
sexual offences",0.32195121951219513
6425,E01005358,Burglary,0.07317073170731707
6426,E01005358,Public order,0.12682926829268293
6427,E01005358,Other crime,0.03902439024390244
6428,E01005358,"Criminal damage 
and 
arson",0.12195121951219512
6429,E01005358,"Vehicle 
crime",0.15121951219512195
6430,E01005358,"Anti-social 
behaviour",0.08780487804878048
6431,E01005358,Bicycle theft,0.004878048780487805
6432,E01005358,Drugs,0.00975609756097561
6433,E01005358,"Possession 
of 
weapons",0.004878048780487805
6434,E01005359,Other theft,0.043478260869565216
6435,E01005359,Robbery,0.043478260869565216
6436,E01005359,"Violence 
and 
sexual offences",0.30434782608695654
6437,E01005359,Burglary,0.21739130434782608
6438,E01005359,Public order,0.043478260869565216
6439,E01005359,Other crime,0.028985507246376812
6440,E01005359,"Criminal damage 
and 
arson",0.057971014492753624
6441,E01005359,"Vehicle 
crime",0.18840579710144928
6442,E01005359,"Anti-social 
behaviour",0.07246376811594203
6443,E01005360,Other theft,0.02040816326530612
6444,E01005360,"Violence 
and 
sexual offences",0.46938775510204084
6445,E01005360,Burglary,0.061224489795918366
6446,E01005360,Public order,0.11224489795918367
6447,E01005360,Other crime,0.04081632653061224
6448,E01005360,"Criminal damage 
and 
arson",0.07142857142857142
6449,E01005360,"Vehicle 
crime",0.10204081632653061
6450,E01005360,"Anti-social 
behaviour",0.08163265306122448
6451,E01005360,Drugs,0.030612244897959183
6452,E01005360,"Possession 
of 
weapons",0.01020408163265306
